X,Y,Z,Name,description
5.9030413208239,52.225588420492,0,Grafheuvel Apeldoorn (45180),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b> Condition: <b>3</b> (5 is best)   Ambience: <b>3</b>  Access: <b>4</b>  (5 is best)<br />
                    <b>Lat:</b> 52.225588420492 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9030413208239<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/IMG_20190908_152846.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45180...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37682"" >Link To More Information</a><br />
                    "
5.9308211786024,52.248428040715,0,Grafheuvel Apeldoorn (45184),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.248428040715 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9308211786024<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45184...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37683"" >Link To More Information</a><br />
                    "
5.9154950670966,52.173654468358,0,Grafheuvel Apeldoorn (45186),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.173654468358 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9154950670966<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45186...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37632"" >Link To More Information</a><br />
                    "
5.9192330171347,52.173278145155,0,Grafheuvel Apeldoorn (45187),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.173278145155 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9192330171347<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/ttx_IMG_0587_k.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45187...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37633"" >Link To More Information</a><br />
                    "
5.9276353296426,52.171783879726,0,Grafheuvel Apeldoorn (45188),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.171783879726 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9276353296426<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/jff_IMG_0606_k.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45188...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37634"" >Link To More Information</a><br />
                    "
5.9375378315358,52.179368970294,0,Grafheuvel Apeldoorn (45191),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.179368970294 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9375378315358<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45191<br />
...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37665"" >Link To More Information</a><br />
                    "
5.9249494290344,52.252086054673,0,Grafheuvel Apeldoorn (45194),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.252086054673 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9249494290344<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45194<br />
...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37666"" >Link To More Information</a><br />
                    "
5.9251892057352,52.240427584506,0,Grafheuvel Apeldoorn (45195),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.240427584506 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9251892057352<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45195<br />
...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37667"" >Link To More Information</a><br />
                    "
5.9121582160078,52.23540803788,0,Grafheuvel Apeldoorn (45256),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.23540803788 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9121582160078<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45256...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37669"" >Link To More Information</a><br />
                    "
5.8369574848366,51.999142624493,0,Grafheuvel Arnhem (45122),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.999142624493 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.8369574848366<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45122...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37626"" >Link To More Information</a><br />
                    "
